ANIO;MINICIO;MES;CODSEXO;CODMUN;MUN112;PROV;ISLA;RECURSO;FRECURSO
2006;03;Marzo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;05;Mayo;;38035;San Miguel;Tenerife;Tenerife;Guardia Civil;Actuación in situ
2009;05;Mayo;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2013;07;Julio;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Asistencia in situ
2009;06;Junio;Mu;38008;Breña Alta;Tenerife;La Palma;Guardia Civil;Actuación in situ
2010;08;Agosto;;38032;Rosario El;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2012;12;Diciembre;Ho;38006;Arona;Tenerife;Tenerife;Otros;Colaboración con Otro Recurso
2010;09;Septiembre;;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Urg. Medicalizado
2014;11;Noviembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2009;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Alta Voluntaria
2006;01;Enero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;12;Diciembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;02;Febrero;;38041;Sauzal;Tenerife;Tenerife;NA;NA
2010;02;Febrero;;38023;Laguna La;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2013;09;Septiembre;;38017;Granadilla de Abona;Tenerife;Tenerife;Guardia Civil;Sin Recurso Disponible
2009;09;Septiembre;Ho;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2013;07;Julio;;38028;Puerto de la Cruz;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;10;Octubre;Mu;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;11;Noviembre;Mu;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;08;Agosto;;38001;Adeje;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;04;Abril;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2012;11;Noviembre;Mu;35015;Pájara;Las Palmas;Fuerteventura;Guardia Civil;Rechazo Posterior Protocolo
2010;08;Agosto;;38040;Santiago del Teide;Tenerife;Tenerife;NA;NA
2009;01;Enero;Ho;35011;Ingenio;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Urg. Medicalizado
2013;06;Junio;Ho;38001;Adeje;Tenerife;Tenerife;Cuerpo Nacional de Policia;NA
2009;01;Enero;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;03;Marzo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;07;Julio;Ho;38017;Granadilla de Abona;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2008;12;Diciembre;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVA;Transporte Secundario
2006;08;Agosto;Mu;38037;Santa Cruz de La Palma;Tenerife;La Palma;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2006;08;Agosto;;38991;MAR Tenerife;Tenerife;Tenerife;Salvamento Maritimo;Rescate en Mar
2011;07;Julio;;38026;Orotava La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2013;05;Mayo;;35026;Telde;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2008;04;Abril;Ho;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2014;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;02;Febrero;;35021;Santa Brígida;Las Palmas;Gran Canaria;NA;NA
2005;04;Abril;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2005;05;Mayo;Ho;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2014;04;Abril;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2007;12;Diciembre;;38026;Orotava La;Tenerife;Tenerife;Otros;Anulado Indicación Alertante
2012;11;Noviembre;;38031;Realejos Los;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2013;03;Marzo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2011;02;Febrero;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2007;10;Octubre;;38019;Guia de Isora;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2010;09;Septiembre;;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2013;03;Marzo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Sin Recurso Disponible
2009;02;Febrero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2010;11;Noviembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;02;Febrero;;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;No Valorable / Error
2008;02;Febrero;;35032;Valleseco;Las Palmas;Gran Canaria;Policia Local;Sin Recurso Disponible
2007;07;Julio;Ho;35026;Telde;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2013;03;Marzo;;35015;Pájara;Las Palmas;Fuerteventura;Policia Local;No Valorable / Error
2012;07;Julio;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;Ambulancia SVB;Falsa Alarma
2010;10;Octubre;;38036;San Sebastian de La Gomera;Tenerife;La Gomera;NA;NA
2012;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;AAVV Proteccion Civil;Informacion sin Seguimiento
2013;04;Abril;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;NA
2006;08;Agosto;Mu;38041;Sauzal;Tenerife;Tenerife;NA;NA
2012;08;Agosto;;35004;Arrecife;Las Palmas;Lanzarote;Policia Local;Informacion sin Seguimiento
2010;01;Enero;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;06;Junio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2006;11;Noviembre;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Policia Local;Intervención Pospuesta
2005;04;Abril;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2012;07;Julio;;38024;Llanos de Aridane Los;Tenerife;La Palma;Guardia Civil;Informacion sin Seguimiento
2013;10;Octubre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2007;09;Septiembre;;38035;San Miguel;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;11;Noviembre;Ho;38021;Hermigüa;Tenerife;La Gomera;Ambulancia SVB;Anulado Indicación Alertante
2006;07;Julio;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;Guardia Civil;No Valorable / Error
2012;08;Agosto;;38001;Adeje;Tenerife;Tenerife;Policia Local;Actuación in situ
2005;07;Julio;Mu;38045;Tazacorte;Tenerife;La Palma;NA;NA
2009;01;Enero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2009;12;Diciembre;Ho;35026;Telde;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2008;08;Agosto;;38017;Granadilla de Abona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;07;Julio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Rechazo Posterior Protocolo
2010;06;Junio;Mu;35017;Puerto Rosario;Las Palmas;Fuerteventura;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2014;07;Julio;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2013;11;Noviembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2013;03;Marzo;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2012;11;Noviembre;Ho;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2005;05;Mayo;;35026;Telde;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2007;06;Junio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Rechazo Posterior Protocolo
2011;02;Febrero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;09;Septiembre;Ho;35021;Santa Brígida;Las Palmas;Gran Canaria;NA;NA
2007;05;Mayo;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;06;Junio;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2008;06;Junio;;38046;Tegueste;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2013;06;Junio;;35026;Telde;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Informacion sin Seguimiento
2008;09;Septiembre;;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2006;03;Marzo;Mu;38013;Frontera;Tenerife;El Hierro;Otros;Anulado por Informe Otro Recu
2007;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2009;04;Abril;;38028;Puerto de la Cruz;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2006;10;Octubre;;38022;Icod de los Vinos;Tenerife;Tenerife;NA;NA
2013;07;Julio;Ho;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2012;04;Abril;Mu;38005;Arico;Tenerife;Tenerife;Policia Local;Sin Recurso Disponible
2007;05;Mayo;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2006;12;Diciembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2013;05;Mayo;Mu;35030;Tuineje;Las Palmas;Fuerteventura;Ambulancia SVB;Anulado Indicación Alertante
2006;08;Agosto;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Sin Recurso Disponible
2012;06;Junio;Ho;35014;La Oliva;Las Palmas;Fuerteventura;Médico Urgencias;Transporte Urg. Medicalizado
2013;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;02;Febrero;;38023;Laguna La;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2006;09;Septiembre;;38001;Adeje;Tenerife;Tenerife;Cuerpo Nacional de Policia;Varios
2008;11;Noviembre;Mu;38017;Granadilla de Abona;Tenerife;Tenerife;Policia Local;Actuación in situ
2011;08;Agosto;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2009;04;Abril;Mu;38048;Valverde;Tenerife;El Hierro;Enfermero Urgencias;Transporte Urg. Medicalizado
2014;10;Octubre;;35021;Santa Brígida;Las Palmas;Gran Canaria;NA;NA
2014;04;Abril;;38043;Tacoronte;Tenerife;Tenerife;NA;NA
2013;08;Agosto;Mu;35011;Ingenio;Las Palmas;Gran Canaria;Ambulancia SVB;Exitus
2006;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Bomberos;Actuación in situ
2010;11;Noviembre;;38032;Rosario El;Tenerife;Tenerife;Guardia Civil;NA
2014;04;Abril;;38019;Guia de Isora;Tenerife;Tenerife;Bomberos;Actuación in situ
2013;06;Junio;Mu;38021;Hermigüa;Tenerife;La Gomera;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;10;Octubre;Ho;35002;Agüimes;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;07;Julio;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;06;Junio;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;09;Septiembre;Ho;38037;Santa Cruz de La Palma;Tenerife;La Palma;Ambulancia SVB;Intervención Pospuesta
2014;01;Enero;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2010;01;Enero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2014;03;Marzo;;38006;Arona;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2013;08;Agosto;;38017;Granadilla de Abona;Tenerife;Tenerife;NA;NA
2006;10;Octubre;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2012;07;Julio;;38044;Tanque El;Tenerife;Tenerife;AAVV Proteccion Civil;Rechazo Inicial Protocolo
2007;02;Febrero;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2011;02;Febrero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2005;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2006;03;Marzo;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;10;Octubre;;35002;Agüimes;Las Palmas;Gran Canaria;Bomberos;Informacion sin Seguimiento
2007;06;Junio;Ho;35991;Mar Gran Canaria;Las Palmas;Gran Canaria;Ambulancia SVA;Asistencia in situ
2005;02;Febrero;Mu;35030;Tuineje;Las Palmas;Fuerteventura;NA;Incidente Derivado a Otra Sala
2012;08;Agosto;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2014;10;Octubre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;AAVV Proteccion Civil;Informacion sin Seguimiento
2006;11;Noviembre;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2010;03;Marzo;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Urg. Sanitarizado
2009;06;Junio;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVA;Rechazo Posterior Protocolo
2012;12;Diciembre;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2006;03;Marzo;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Anulado por Informe Otro Recu
2005;08;Agosto;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2009;09;Septiembre;Ho;35006;Arucas;Las Palmas;Gran Canaria;NA;NA
2009;01;Enero;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2008;08;Agosto;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;09;Septiembre;Ho;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2007;07;Julio;Mu;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;01;Enero;;38051;Victoria de Acentejo La;Tenerife;Tenerife;Guardia Civil;Falsa Alarma
2007;10;Octubre;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;01;Enero;;35016;Las Palmas;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2011;11;Noviembre;;35011;Ingenio;Las Palmas;Gran Canaria;NA;NA
2012;07;Julio;;35016;Las Palmas;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2013;01;Enero;Mu;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2012;09;Septiembre;;38032;Rosario El;Tenerife;Tenerife;NA;NA
2011;09;Septiembre;;38036;San Sebastian de La Gomera;Tenerife;La Gomera;Policia Local;No Localizable
2010;09;Septiembre;;35017;Puerto Rosario;Las Palmas;Fuerteventura;NA;NA
2005;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2013;12;Diciembre;;38001;Adeje;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2010;01;Enero;Ho;35028;Tías;Las Palmas;Lanzarote;NA;NA
2006;06;Junio;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;06;Junio;;35014;La Oliva;Las Palmas;Fuerteventura;Policia Local;Informacion sin Seguimiento
2012;09;Septiembre;Mu;35013;Moya;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;01;Enero;;38006;Arona;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2010;08;Agosto;;38028;Puerto de la Cruz;Tenerife;Tenerife;AAVV Proteccion Civil;Informacion sin Seguimiento
2009;09;Septiembre;Ho;38035;San Miguel;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;04;Abril;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Bomberos;Varios
2009;08;Agosto;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;Intervención Pospuesta
2008;09;Septiembre;;35026;Telde;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;10;Octubre;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2011;10;Octubre;;38023;Laguna La;Tenerife;Tenerife;Guardia Civil;NA
2013;02;Febrero;Ho;35009;Gáldar;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;01;Enero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2012;07;Julio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2007;10;Octubre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2009;05;Mayo;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2013;10;Octubre;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;05;Mayo;;35027;Teror;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Extincion de Incendios
2012;03;Marzo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;08;Agosto;Mu;35028;Tías;Las Palmas;Lanzarote;NA;NA
2013;07;Julio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;08;Agosto;;35004;Arrecife;Las Palmas;Lanzarote;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2005;11;Noviembre;;38022;Icod de los Vinos;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2013;03;Marzo;Mu;38035;San Miguel;Tenerife;Tenerife;Ambulancia SVA;Transporte Urg. Medicalizado
2014;02;Febrero;Mu;38001;Adeje;Tenerife;Tenerife;NA;NA
2011;09;Septiembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2014;06;Junio;;38031;Realejos Los;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;10;Octubre;;35017;Puerto Rosario;Las Palmas;Fuerteventura;NA;NA
2014;11;Noviembre;Mu;38031;Realejos Los;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2007;08;Agosto;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2005;01;Enero;;35026;Telde;Las Palmas;Gran Canaria;Otros;Informacion sin Seguimiento
2007;06;Junio;Ho;38004;Arafo;Tenerife;Tenerife;Bomberos;Actuación in situ
2012;02;Febrero;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Rechaza Traslado
2008;12;Diciembre;Ho;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;06;Junio;;38026;Orotava La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;06;Junio;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;No Valorable / Error
2007;06;Junio;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;12;Diciembre;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2008;05;Mayo;Ho;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2012;04;Abril;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2011;12;Diciembre;;38024;Llanos de Aridane Los;Tenerife;La Palma;Guardia Civil;Informacion sin Seguimiento
2012;04;Abril;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;NA;NA
2008;05;Mayo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Intervención Pospuesta
2008;02;Febrero;;38040;Santiago del Teide;Tenerife;Tenerife;NA;NA
2010;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2007;05;Mayo;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Anulado por Informe Otro Recu
2007;06;Junio;;35026;Telde;Las Palmas;Gran Canaria;Bomberos;Falsa Alarma
2011;06;Junio;Ho;38027;Paso EL;Tenerife;La Palma;Medio Ambiente;Intervención Pospuesta
2012;09;Septiembre;Ho;35023;Santa María Guía;Las Palmas;Gran Canaria;Guardia Civil;Rechazo Posterior Protocolo
2005;08;Agosto;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;No Valorable / Error
2012;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2007;06;Junio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Intervención Pospuesta
2007;11;Noviembre;;38023;Laguna La;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2012;07;Julio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Varios
2012;09;Septiembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Rechazo Posterior Protocolo
2010;12;Diciembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;09;Septiembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;07;Julio;;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Inicial Protocolo
2005;02;Febrero;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;Ambulancia SVB;Intervención Pospuesta
2009;08;Agosto;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;03;Marzo;Ho;35034;Yaiza;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;02;Febrero;;38043;Tacoronte;Tenerife;Tenerife;Policia Local;Rechazo Inicial Protocolo
2010;03;Marzo;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Rechazo Posterior Protocolo
2009;08;Agosto;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;NA;NA
2010;08;Agosto;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;10;Octubre;;35026;Telde;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2005;10;Octubre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;01;Enero;;38039;Santa Ursula;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2007;10;Octubre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2013;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2005;03;Marzo;Mu;38017;Granadilla de Abona;Tenerife;Tenerife;Ambulancia SVB;Sin Lesiones
2012;10;Octubre;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Urg. Medicalizado
2013;09;Septiembre;Ho;35002;Agüimes;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Falsa Alarma
2014;03;Marzo;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Transp. Urg. NO Medicalizado
2008;02;Febrero;Mu;35014;La Oliva;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;12;Diciembre;;38001;Adeje;Tenerife;Tenerife;NA;NA
2009;05;Mayo;Ho;38035;San Miguel;Tenerife;Tenerife;Policia Local;Rechazo Inicial Protocolo
2005;12;Diciembre;;35012;Mogán;Las Palmas;Gran Canaria;NA;NA
2007;02;Febrero;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;06;Junio;Mu;35012;Mogán;Las Palmas;Gran Canaria;Bomberos;Actuación in situ
2012;05;Mayo;Ho;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;05;Mayo;;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2011;01;Enero;;38027;Paso EL;Tenerife;La Palma;Guardia Civil;Informacion sin Seguimiento
2013;06;Junio;Ho;38047;Tijarafe;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;12;Diciembre;Mu;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;05;Mayo;;35006;Arucas;Las Palmas;Gran Canaria;Bomberos;Extincion de Incendios
2011;06;Junio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
